1	2.6128	339
5	2.5764	340
4	2.5599	341
3	2.5634	342
2	2.558	343
5	2.5736	344
4	2.561	345
3	2.5902	346
2	2.5542	347
1	2.5608	348
5	2.5643	349
4	2.5544	350
3	2.5872	351
2	2.6244	352
1	2.6012	353
5	2.6284	354
4	2.641	355
3	2.594	356
2	2.5807	357
1	2.6246	358
5	2.6534	359
4	2.6183	360
3	2.6417	361
2	2.6662	362
1	2.6537	363
5	2.651	364
4	2.6185	365
3	2.5916	366
2	2.6155	367
1	2.5929	368
5	2.6085	369
4	2.6078	370
3	2.5741	371
2	2.5653	372
1	2.5542	373
5	2.5707	374
4	2.5355	375
3	2.5443	376
2	2.5188	377
1	2.5435	378
5	2.4444	379
4	2.4229	380
3	2.3896	381
2	2.3897	382
1	2.3857	383
5	2.3693	384
4	2.3723	385
3	2.3754	386
2	2.3746	387
1	2.3414	388
5	2.3292	389
4	2.346	390
3	2.3272	391
2	2.3172	392
1	2.3213	393
5	2.3091	394
4	2.3182	395
3	2.2966	396
2	2.329	397
1	2.3529	398
5	2.3392	399
4	2.336	400
3	2.2844	401
2	2.2698	402
1	2.251	403
4	2.2319	404
3	2.2478	405
2	2.2505	406
1	2.2527	407
5	2.2546	408
4	2.2504	409
3	2.2492	410
2	2.2549	411
1	2.2422	412
5	2.2171	413
4	2.2342	414
3	2.2258	415
2	2.2193	416
1	2.2435	417
5	2.2331	418
4	2.2308	419
3	2.2356	420
2	2.2517	421
1	2.253	422
5	2.2027	423
4	2.1848	424
3	2.2084	425
2	2.2183	426
1	2.1833	427
5	2.2109	428
4	2.2216	429
3	2.2315	430
2	2.2174	431
1	2.2115	432
5	2.2342	433
4	2.2192	434
3	2.2125	435
2	2.225	436
1	2.2583	437
5	2.237	438
4	2.2377	439
3	2.2483	440
2	2.246	441
1	2.2477	442
5	2.2769	443
4	2.2743	444
3	2.2917	445
2	2.3254	446
1	2.3371	447
5	2.3434	448
4	2.3772	449
3	2.4042	450
2	2.3886	451
1	2.3872	452
5	2.4089	453
4	2.3943	454
3	2.407	455
2	2.4049	456
1	2.3989	457
5	2.4095	458
4	2.4179	459
3	2.4022	460
2	2.3668	461
1	2.3759	462
5	2.3515	463
4	2.3538	464
3	2.3086	465
2	2.3091	466
1	2.3407	467
5	2.356	468
4	2.342	469
3	2.3287	470
2	2.3376	471
1	2.3437	472
5	2.3233	473
4	2.3081	474
3	2.2839	475
2	2.283	476
1	2.2836	477
5	2.2872	478
4	2.2846	479
3	2.3147	480
2	2.3095	481
1	2.3138	482
3	2.3527	483
2	2.3497	484
1	2.3413	485
5	2.3357	486
4	2.3354	487
3	2.3614	488
2	2.3823	489
1	2.4	490
5	2.384	491
4	2.3507	492
3	2.3215	493
2	2.314	494
1	2.3106	495
5	2.3096	496
4	2.3135	497
3	2.3257	498
2	2.2532	499
1	2.2028	500
5	2.1903	501
4	2.1792	502
3	2.1794	503
2	2.1847	504
1	2.1965	505
5	2.1722	506
4	2.1786	507
3	2.199	508
2	2.1987	509
1	2.2174	510
5	2.1754	511
4	2.199	512
3	2.1925	513
2	2.2205	514
1	2.2388	515
5	2.2949	516
4	2.299	517
3	2.3159	518
2	2.311	519
1	2.3171	520
5	2.3308	521
4	2.3295	522
3	2.2944	523
2	2.342	524
1	2.3401	525
5	2.3407	526
4	2.3305	527
3	2.347	528
2	2.3527	529
1	2.3589	530
5	2.3529	531
4	2.3543	532
3	2.3538	533
2	2.3772	534
5	2.3981	535
4	2.3792	536
3	2.3601	537
2	2.3772	538
1	2.3712	539
5	2.3683	540
4	2.369	541
3	2.3725	542
2	2.3558	543
1	2.3511	544
5	2.3543	545
4	2.364	546
3	2.3799	547
2	2.3788	548
1	2.3728	549
5	2.3804	550
4	2.3776	551
3	2.3822	552
2	2.3973	553
1	2.4108	554
5	2.423	555
4	2.4235	556
3	2.4173	557
2	2.4411	558
1	2.4595	559
5	2.4414	560
4	2.4339	561
3	2.3955	562
2	2.3749	563
1	2.3777	564
5	2.3821	565
4	2.3748	566
3	2.3938	567
2	2.3833	568
1	2.376	569
4	2.4055	570
3	2.4211	571
2	2.4112	572
1	2.3745	573
5	2.394	574
4	2.3766	575
3	2.4065	576
2	2.392	577
1	2.4244	578
5	2.4062	579
4	2.4092	580
3	2.3895	581
2	2.3971	582
1	2.4198	583
5	2.395	584
4	2.3911	585
3	2.4252	586
2	2.4202	587
5	2.3999	588
4	2.4088	589
3	2.3726	590
2	2.3613	591
1	2.3933	592
5	2.4113	593
4	2.4166	594
3	2.3878	595
2	2.3831	596
1	2.3725	597
5	2.3507	598
4	2.3505	599
3	2.3155	600
2	2.3324	601
1	2.3508	602
5	2.3486	603
4	2.3601	604
3	2.355	605
2	2.3565	606
1	2.3764	607
5	2.4232	608
4	2.4289	609
3	2.4408	610
2	2.4488	611
1	2.4718	612
5	2.447	613
4	2.4445	614
3	2.4439	615
2	2.4707	616
1	2.484	617
5	2.4739	618
4	2.4571	619
3	2.4868	620
2	2.5006	621
1	2.496	622
5	2.547	623
4	2.5503	624
3	2.5446	625
2	2.5802	626
1	2.5769	627
5	2.5289	628
4	2.5725	629
3	2.5891	630
2	2.5813	631
1	2.6054	632
5	2.5953	633
4	2.5721	634
3	2.6002	635
2	2.5581	636
1	2.5557	637
5	2.5187	638
4	2.4504	639
3	2.4751	640
2	2.4731	641
1	2.459	642
5	2.4317	643
4	2.4298	644
3	2.4358	645
2	2.4301	646
1	2.4149	647
3	2.4124	648
2	2.3869	649
1	2.4061	650
5	2.3909	651
4	2.3781	652
3	2.378	653
2	2.3823	654
1	2.4058	655
5	2.4124	656
0	0	0

